Laura	large image	0012_003912_000089	Rear View of New Mouse Creek School Building -BRADLEY COUNTY-		In Copyright	http://rightsstatements.org/vocab/InC/1.0/	Moore, Virginia P. (Virginia Pearl)	naf	http://id.loc.gov/authorities/names/no00073285	personal	still image	19uu	unknown		photographs	http://vocab.getty.edu/aat/300046300	Virginia P. Moore Collection	MS.3821	Moore, Virginia P. (Virginia Pearl)	Photographer	naf	personal					University of Tennessee, Knoxville. Special Collections	Front caption title. No additional information recorded on the back of the photograph.	1 photograph, black and white, 30.5 x 35.5 cm.			eng	University of Tennessee, Knoxville. Libraries	Bradley County (Tenn.)	naf					Mouse Creek School				Rural schools	lctgm	Schools	lctgm	Buildings	lctgm	Rural schools	lcsh																
Laura	large image	0012_003912_000090	CURVE SCHOOL, LAUDERDALE COUNTY, TENNESSEE. WORK OF SCHOOL IMPROVEMENT ASSOCIATION.		In Copyright	http://rightsstatements.org/vocab/InC/1.0/	Moore, Virginia P. (Virginia Pearl)	naf	http://id.loc.gov/authorities/names/no00073285	personal	still image	1911	1911		photographs	http://vocab.getty.edu/aat/300046300	Virginia P. Moore Collection	MS.3821	Moore, Virginia P. (Virginia Pearl)	Photographer	naf	personal					University of Tennessee, Knoxville. Special Collections	Front caption title. Typewritten caption beneath left photograph reads "Inside - 1911." Typewritten caption beneath right photograph reads "Inside - 1912." No additional information recorded on the back of the photograph. Two photographs compare the inside of the school before the improvement in 1911 to the room after the improvement in 1912.	1 photograph, black and white, 28 x 35.5 cm.			eng	University of Tennessee, Knoxville. Libraries	Lauderdale County (Tenn.)	naf					Curve School				Rural schools	lctgm	Interior design	lctgm	Rural schools -- Remodeling	lcsh																		
Laura	large image	0012_003912_000091	Oakland School Wilson CO		Copyright Undetermined	http://rightsstatements.org/vocab/UND/1.0/					still image	19uu	unknown		photographs	http://vocab.getty.edu/aat/300046300	Virginia P. Moore Collection	MS.3821	unknown	Photographer							University of Tennessee, Knoxville. Special Collections	Back caption title. Additional handwritten information on the back of the photograph reads "Mrs. V.P. Moore - return to Mrs. Eva Kelley - Lebanon, Tenn. R. F. D. Oakland School Wilson Co." Photograph shows a classroom in session with boys and girls reading and the female teacher standing at the back of the classroom.	1 photograph, black and white, 25.5 x 30.5 cm.			eng	University of Tennessee, Knoxville. Libraries	Wilson County (Tenn.)	naf					Oakland School				Girls	lctgm	Boys	lctgm	School children	lctgm	Teachers	lctgm	Rural schools	lctgm	Classrooms	lcsh	Rural schools	lcsh										
Laura	large image	0012_003912_000092	Rural School. Cloak Room of New School. After. Sideview Sumner Co.		Copyright Undetermined	http://rightsstatements.org/vocab/UND/1.0/					still image	19uu	unknown		photographs	http://vocab.getty.edu/aat/300046300	Virginia P. Moore Collection	MS.3821	unknown	Photographer							University of Tennessee, Knoxville. Special Collections	Front caption title. Back caption handwritten in (faded) ink, "Miss Salice[?] Chenault. Gallatin, Route 6\ Tenn."	1 photograph, black and white, 28 x 35.5 cm.			eng	University of Tennessee, Knoxville. Libraries	Sumner County (Tenn.)	naf									Girls	lctgm	Boys	lctgm	School children	lctgm	Teachers	lctgm	Rooms & spaces	lctgm	Rural schools	lctgm	Rural schools	lcsh										
Laura	large image	0012_003912_000093	[Shelby County Girls Canning Club Exhibition]		In Copyright	http://rightsstatements.org/vocab/InC/1.0/	Moore, Virginia P. (Virginia Pearl)	naf	http://id.loc.gov/authorities/names/no00073285	personal	still image	191u	unknown		photographs	http://vocab.getty.edu/aat/300046300	Virginia P. Moore Collection	MS.3821	Moore, Virginia P. (Virginia Pearl)	Photographer	naf	personal					University of Tennessee, Knoxville. Special Collections	Devised title from the exhibit's banner in the photograph. Includes other banners for Shelby County and Shelby County Tomato Club. Stamp on back of photograph reads "Miss VIRGINIA P. MOORE, State Agent Girls' C & P Co., State Capitol, NASHVILLE, TENN."	1 photograph, black and white, 30.5 x 25.5 cm.			eng	University of Tennessee, Knoxville. Libraries	Shelby County (Tenn.)	naf									Exhibitions	lctgm	Canning & preserving	lctgm	Tomatoes	lctgm	Canned foods	lctgm	Canning and preserving -- Exhibitions.	lcsh	Tomatoes	lcsh	Girls -- Societies and clubs	lcsh	Agricultural education -- Societies, etc.	lcsh								
Laura	large image	0012_003912_000094	[Virginia P Moore and the Corn Club boys and the Tomato Club girls]		In Copyright	http://rightsstatements.org/vocab/InC/1.0/	Moore, Virginia P. (Virginia Pearl)	naf	http://id.loc.gov/authorities/names/no00073285	personal	still image	19uu	unknown		photographs	http://vocab.getty.edu/aat/300046300	Virginia P. Moore Collection	MS.3821	unknown	Photographer							University of Tennessee, Knoxville. Special Collections	Devised title. Handwritten caption on front of photograph mounting reads "'Tee' V.P. Moore" and points to Virginia P. Moore, standing on the far right in black. Photograph also shows one boy holding up an ear of corn and one girl holding up a can of tomotoes. Stamp on back of photograph reads "Miss VIRGINIA P. MOORE, State Agent Girls' C & P Co., State Capitol, NASHVILLE, TENN."	1 photograph, black and white, 25.5 x 30.5 cm.			eng	University of Tennessee, Knoxville. Libraries	Southern States	naf					Moore, Virginia P. (Virginia Pearl)	naf			Girls	lctgm	Boys	lctgm	Women	lctgm	Men	lctgm	Tomatoes	lctgm	Corn	lctgm	Girls -- Societies and clubs	lcsh	Tomatoes	lcsh	Boys -- Societies and clubs	lcsh	Corn	lcsh	Agricultural education -- Societies, etc.	lcsh		
Laura	large image	0012_003912_000095	TYNER GRAMMAR SCHOOL Play-Ground Equipment. HAMILTON COUNTY.		In Copyright	http://rightsstatements.org/vocab/InC/1.0/	Moore, Virginia P. (Virginia Pearl)	naf	http://id.loc.gov/authorities/names/no00073285	personal	still image	19uu	unknown		photographs	http://vocab.getty.edu/aat/300046300	Virginia P. Moore Collection	MS.3821	Moore, Virginia P. (Virginia Pearl)	Photographer	naf	personal					University of Tennessee, Knoxville. Special Collections	Front caption title. Additional typed caption on front reads "HAMILTON COUNTY." No information on back of photograph. Photograph shows girls and boys using the playground equipment, such as swing sets, a slide and seesaws, with two female teachers observing on the playground.	1 photograph, black and white, 28 x 32 cm.			eng	University of Tennessee, Knoxville. Libraries	Hamilton County (Tenn.)	naf					Tyner Grammar School				Girls	lctgm	Boys	lctgm	School children	lctgm	Teachers	lctgm	Playgrounds	lctgm	Rural schools	lctgm	Playgrounds	lcsh	Rural schools	lcsh								
Laura	large image	0012_003912_000096	Maury Academy in 1907-'08 Before any improvements were made.		Copyright Undetermined	http://rightsstatements.org/vocab/UND/1.0/					still image	1907	1907-'08		photographs	http://vocab.getty.edu/aat/300046300	Virginia P. Moore Collection	MS.3821	unknown	Photographer							University of Tennessee, Knoxville. Special Collections	Front caption title. Also handwritten on the front is, "Showing Building before addition. [Illegible] stone wall + straight entrance - also [illegible] how small the yard was." Handwritten on the back in "V. P. M."	1 photograph, black and white, 25.5 x 30.5 cm.			eng	University of Tennessee, Knoxville. Libraries	Dandridge (Tenn.)	naf					Maury Academy (Dandridge, Tenn.)	naf			Girls	lctgm	Boys	lctgm	Rural schools	lctgm	School children	lctgm	Rural schools	lcsh														
Laura	large image	0012_003912_000097	Oakland Schoo[l] [1]910		In Copyright	http://rightsstatements.org/vocab/InC/1.0/	Moore, Virginia P. (Virginia Pearl)	naf	http://id.loc.gov/authorities/names/no00073285	personal	still image	1910	1910		photographs	http://vocab.getty.edu/aat/300046300	Virginia P. Moore Collection	MS.3821	Moore, Virginia P. (Virginia Pearl)	Photographer	naf	personal					University of Tennessee, Knoxville. Special Collections	Title from the front caption on a torn label, missing some keywords, "Oakland Schoo[l] … [1]910, just before the organizti… " Back caption in faded handwriting, "Oak. Tenn School in Wilson Co - 1910". A group photograph of boys and girls in front of their school building.	1 photograph, black and white, 25.5 x 30.5 cm.			eng	University of Tennessee, Knoxville. Libraries	Wilson County (Tenn.)	naf					Oakland School				Girls	lctgm	Boys	lctgm	Rural schools	lctgm	School children	lctgm	Rural schools	lcsh														
Laura	large image	0012_003912_000098	AFTER THE DAYS WORK - HAMILTON COUNTY, TENNESSEE.		In Copyright	http://rightsstatements.org/vocab/InC/1.0/	Moore, Virginia P. (Virginia Pearl)	naf	http://id.loc.gov/authorities/names/no00073285	personal	still image	191u	unknown		photographs	http://vocab.getty.edu/aat/300046300	Virginia P. Moore Collection	MS.3821	Moore, Virginia P. (Virginia Pearl)	Photographer	naf	personal					University of Tennessee, Knoxville. Special Collections	Front caption title from a label numbered 23. Handwritten on back of photograph is "V. P. Moore, State Capitol, Nashville, Tenn." Stamp on back of photograph reads "Miss VIRGINIA P. MOORE, State Agent Girls' C & P Co., State Capitol, NASHVILLE, TENN." Photograph of young women, members of a canning club, and the canned tomatoes they produced.	1 photograph, black and white, 25.5 x 30.5 cm.			eng	University of Tennessee, Knoxville. Libraries	Hamilton County (Tenn.)	naf									Girls	lctgm	Tomatoes	lctgm	Canning & preserving	lctgm	Canned foods	lctgm	Canning and preserving	lcsh	Tomatoes	lcsh	Girls -- Societies and clubs	lcsh	Agricultural education -- Societies, etc.	lcsh								
Laura	large image	0012_003912_000099	COUNTY EXHIBIT OF GIRLS' C. & P. CLUB OF BENTON COUNTY, NOVEMBER 2, 1912. 126 KINDS OF PRODUCTS CANNED, PRESERVED AND PICKLED, ETC.		In Copyright	http://rightsstatements.org/vocab/InC/1.0/	Moore, Virginia P. (Virginia Pearl)	naf	http://id.loc.gov/authorities/names/no00073285	personal	still image	1912	November 2, 1912		photographs	http://vocab.getty.edu/aat/300046300	Virginia P. Moore Collection	MS.3821	Moore, Virginia P. (Virginia Pearl)	Photographer	naf	personal					University of Tennessee, Knoxville. Special Collections	Front caption title on a label numbered 17, with "TENNESSEE" stamped above the photo. Handwritten on back of photograph is "V. P. Moore, State Capitol, Nashville, Tenn." Stamped three times on back of photograph is "Miss VIRGINIA P. MOORE, State Agent Girls' C & P Co., State Capitol, NASHVILLE, TENN."	1 photograph, black and white, 25.5 x 30.5 cm.			eng	University of Tennessee, Knoxville. Libraries	Benton County (Tenn.)	naf									Exhibitions	lctgm	Canning & preserving	lctgm	Canned foods	lctgm	Canning and preserving -- Exhibitions	lcsh	Girls -- Societies and clubs	lcsh	Agricultural education -- Societies, etc.	lcsh												
Laura	large image	0012_003912_000100	Old Mouse Creek School Building -BRADLEY COUNTY-		In Copyright	http://rightsstatements.org/vocab/InC/1.0/	Moore, Virginia P. (Virginia Pearl)	naf	http://id.loc.gov/authorities/names/no00073285	personal	still image	191u	unknown		photographs	http://vocab.getty.edu/aat/300046300	Virginia P. Moore Collection	MS.3821	Moore, Virginia P. (Virginia Pearl)	Photographer	naf	personal					University of Tennessee, Knoxville. Special Collections	Front caption title. No information on back of photograph.	1 photograph, black and white, 30 x 35.5 cm.			eng	University of Tennessee, Knoxville. Libraries	Bradley County (Tenn.)	naf					Mouse Creek School				Rural schools	lctgm	One-room schools	lctgm	Rural schools	lcsh																		
Joy	large image	0012_003912_000101_0001	[Front cover of scrapbook.]		No Copyright - United States	http://rightsstatements.org/vocab/NoC-US/1.0/					still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P Moore Collection	MS.3821									University of Tennessee, Knoxville. Special Collections	Front cover of scrapbook. 	1 scrapbook's cover page, black	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	zxx	University of Tennessee, Knoxville. Libraries																																		
Joy	large image	0012_003912_000101_0002	TENNESSEE CANNING GIRLS AT WORK. 1912-1913.		In Copyright	http://rightsstatements.org/vocab/InC/1.0/	Moore, Virginia P. (Virginia Pearl)	naf	http://id.loc.gov/authorities/names/no00073285	personal	still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Moore, Virginia P. (Virginia Pearl)	Compiler	naf	personal					University of Tennessee, Knoxville. Special Collections	Title from the scrapbook's title page, typewritten inscription, and with handwritten inscription in ink, 'Virginia Pearl Moore. Gallatin, Tenn.'	1 scrapbook's title page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Tennessee	naf									Canning and preserving -- Societies, etc. -- History	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh																		
JOY	large image	0012_003912_000101_0003	Hamilton County canning club girls.		In Copyright	http://rightsstatements.org/vocab/InC/1.0/	Moore, Virginia P. (Virginia Pearl)	naf	http://id.loc.gov/authorities/names/no00073285	personal	still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Moore, Virginia P. (Virginia Pearl)	Photographer	naf	personal					University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with six photographs portraying various activities of the club girls from Hamilton County including plowing a field with a horse, tilling a garden, and canning tomatoes.	6 photographs on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Hamilton County (Tenn.)	naf									Girls	lctgm	Canning & preserving	lctgm	Tomatoes	lctgm	Gardening	lctgm	Horses	lctgm	Plowing	lctgm	Canning and preserving -- Societies, etc.	lcsh	Tomatoes	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh				
Laura	large image	0012_003912_000101_0004	Hamilton County canning club girls.		In Copyright	http://rightsstatements.org/vocab/InC/1.0/	Moore, Virginia P. (Virginia Pearl)	naf	http://id.loc.gov/authorities/names/no00073285	personal	still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Moore, Virginia P. (Virginia Pearl)	Photographer	naf	personal					University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with one photograph of a club girl from Hamilton County standing in a garden plot. Evidence of five missing photographs.	1 photograph on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Hamilton County (Tenn.)	naf									Girls	lctgm	Gardens	lctgm	Gardening	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh												
Laura	large image	0012_003912_000101_0005	Hamilton County canning club girls.		Copyright Undetermined	http://rightsstatements.org/vocab/UND/1.0/					still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	unknown	Photographer							University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with three photographs of an outdoor demonstration with the Hamilton County canning club. Virginia P. Moore stands in the top right photograph. Evidence of one missing photograph.	3 photographs on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Hamilton County (Tenn.)	naf					Moore, Virginia P. (Virginia Pearl)	naf			Girls	lctgm	Boys	lctgm	Canning & preserving	lctgm	Canning and preserving -- Societies, etc. -- History	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh												
Laura	large image	0012_003912_000101_0006	Madison County canning club girls.		In Copyright	http://rightsstatements.org/vocab/InC/1.0/	Moore, Virginia P. (Virginia Pearl)	naf	http://id.loc.gov/authorities/names/no00073285	personal	still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Moore, Virginia P. (Virginia Pearl)	Photographer	naf	personal					University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with four photographs showing club girls in Madison County at a canning demonstration and in their garden plots.	4 photographs on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Madison County (Tenn.)	naf									Girls	lctgm	Gardens	lctgm	Gardening	lctgm	Canning & preserving	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh										
Laura	large image	0012_003912_000101_0007	Bradley County canning club girls.		In Copyright	http://rightsstatements.org/vocab/InC/1.0/	Moore, Virginia P. (Virginia Pearl)	naf	http://id.loc.gov/authorities/names/no00073285	personal	still image	1913	1913		scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Moore, Virginia P. (Virginia Pearl)	Photographer	naf	personal					University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with four photographs showing club girls in Bradley County at a canning party.	4 photographs on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Bradley County (Tenn.)	naf									Girls	lctgm	Women	lctgm	Men	lctgm	Gardens	lctgm	Canning & preserving	lctgm	Horses	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh						
Laura	large image	0012_003912_000101_0008	Chassie Shelton, Hamilton County, Tennessee, who won pony given by Senator Jno. [John] K. Shields.		In Copyright	http://rightsstatements.org/vocab/InC/1.0/	Moore, Virginia P. (Virginia Pearl)	naf	http://id.loc.gov/authorities/names/no00073285	personal	still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Moore, Virginia P. (Virginia Pearl)	Photographer	naf	personal					University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with one photograph of a club girl, Chassie Shelton of Hamilton County, standing in a garden plot and holding produce.	1 photograph on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Hamilton County (Tenn.)	naf									Girls	lctgm	Gardens	lctgm	Gardening	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh												
Laura	large image	0012_003912_000101_0009	Bradley County corn club and canning exhibit.		In Copyright	http://rightsstatements.org/vocab/InC/1.0/	Moore, Virginia P. (Virginia Pearl)	naf	http://id.loc.gov/authorities/names/no00073285	personal	still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Moore, Virginia P. (Virginia Pearl)	Photographer	naf	personal					University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with one photograph of club boys and girls from Bradley County at their exhibit of produce and canned goods.	1 photograph on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Bradley County (Tenn.)	naf									Girls	lctgm	Boys	lctgm	Canning & preserving	lctgm	Canned goods	lctgm	Farm produce	lctgm	Exhibitions	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh						
Laura	large image	0012_003912_000101_0010	Labeling contest, Lawrence County.		In Copyright	http://rightsstatements.org/vocab/InC/1.0/	Moore, Virginia P. (Virginia Pearl)	naf	http://id.loc.gov/authorities/names/no00073285	personal	still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Moore, Virginia P. (Virginia Pearl)	Photographer	naf	personal					University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with one photograph showing Lawrence County club girls participating in a can labeling contest.	1 photograph on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Lawrence County (Tenn.)	naf									Girls	lctgm	Canning & preserving	lctgm	Canned goods	lctgm	Labels	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh										
Laura	large image	0012_003912_000101_0011	Lawrence County club girls.		In Copyright	http://rightsstatements.org/vocab/InC/1.0/	Moore, Virginia P. (Virginia Pearl)	naf	http://id.loc.gov/authorities/names/no00073285	personal	still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Moore, Virginia P. (Virginia Pearl)	Photographer	naf	personal					University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with four photographs of club girls from Lawrence County participating in activities including canning and gardening. Evidence of one missing photograph.	4 photographs on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Lawrence County (Tenn.)	naf									Girls	lctgm	Canning & preserving	lctgm	Gardens	lctgm	Gardening	lctgm	Canned goods	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh								
Laura	large image	0012_003912_000101_0012	Myrtie Hardin, of Benton County, and trophies won in canning club.		In Copyright	http://rightsstatements.org/vocab/InC/1.0/	Moore, Virginia P. (Virginia Pearl)	naf	http://id.loc.gov/authorities/names/no00073285	personal	still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Moore, Virginia P. (Virginia Pearl)	Photographer	naf	personal					University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with one photograph of a club girl, Myrtie Hardin of Benton County, with trophies and a calf won from canning competitions.	1 photograph on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Benton County (Tenn.)	naf									Girls	lctgm	Canning & preserving	lctgm	Cows	lctgm	Awards	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh										
Laura	large image	0012_003912_000101_0013	Girls in contest at Tennessee State Fair.		In Copyright	http://rightsstatements.org/vocab/InC/1.0/	Moore, Virginia P. (Virginia Pearl)	naf	http://id.loc.gov/authorities/names/no00073285	personal	still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Moore, Virginia P. (Virginia Pearl)	Photographer	naf	personal					University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with four photographs of club girls participating in activities and contests at the Tennessee State Fair. The bottom right photograph includes the handwritten caption, "Supt. [Superintendent] J. W. Brister speaking at girls."	4 photographson 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Nashville (Tenn.)	naf									Girls	lctgm	Canning & preserving	lctgm	Fairs	lctgm	Contests	lctgm	Canning and preserving -- Societies, etc. -- History	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh										
Laura	large image	0012_003912_000101_0014	Showing Myrtie Hardin in club plot, and jersey calf which she won.		In Copyright	http://rightsstatements.org/vocab/InC/1.0/	Moore, Virginia P. (Virginia Pearl)	naf	http://id.loc.gov/authorities/names/no00073285	personal	still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Moore, Virginia P. (Virginia Pearl)	Photographer	naf	personal					University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with two photographs of Myrtie Hardin, from Benton County, in her garden plot and with a calf she won at the Tennessee State Fair. Evidence of one missing photograph.	2 photographs on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Benton County (Tenn.)	naf									Girls	lctgm	Gardens	lctgm	Gardening	lctgm	Cows	lctgm	Canning & preserving	lctgm	Awards	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh						
Laura	large image	0012_003912_000101_0015	Canner won by Eva School.		Copyright Undetermined	http://rightsstatements.org/vocab/UND/1.0/					still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Wiles	Photographer		personal					University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with one photograph showing three girls from the Benton County club with a canner in front of their display of produce and canned goods at the Tennessee State Fair.	1 photograph on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Nashville (Tenn.)	naf									Girls	lctgm	Canning & preserving	lctgm	Fairs	lctgm	Canning and preserving -- Societies, etc. -- History	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh												
Laura	large image	0012_003912_000101_0016	Benton County team who demonstrated at [Tennessee] State Fair.		Copyright Undetermined	http://rightsstatements.org/vocab/UND/1.0/					still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Wiles	Photographer		personal					University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with one photograph of the club from Benton County in front of their display of canned produce at the Tennessee State Fair. Virginia P. Moore stands at the far left.	1 photograph on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Nashville (Tenn.)	naf					Moore, Virginia P. (Virginia Pearl)	naf			Girls	lctgm	Canning & preserving	lctgm	Canned goods	lctgm	Fairs	lctgm	Exhibitions	lctgm	Canning and preserving -- Societies, etc. -- History	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh								
Laura	large image	0012_003912_000101_0017	[Tennessee] State Fair exhibit, first year's work.		Copyright Undetermined	http://rightsstatements.org/vocab/UND/1.0/					still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Wiles	Photographer		personal					University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with one photograph showing exhibits of canned goods from multiple county clubs at the Tennessee State Fair.	1 photograph on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Nashville (Tenn.)	naf									Canning & preserving	lctgm	Canned goods	lctgm	Fairs	lctgm	Exhibitions	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh										
Laura	large image	0012_003912_000101_0018	Benton County exhibit and interested visitors.		In Copyright	http://rightsstatements.org/vocab/InC/1.0/	Moore, Virginia P. (Virginia Pearl)	naf	http://id.loc.gov/authorities/names/no00073285	personal	still image	1912	circa 1912	approximate	scrapbooks	http://vocab.getty.edu/aat/300027341	Virginia P. Moore Collection	MS.3821	Moore, Virginia P. (Virginia Pearl)	Photographer	naf	personal					University of Tennessee, Knoxville. Special Collections	Title from caption. A scrapbook page with one photograph showing a large crowd gathered in front of the Benton County club's exhibit of canned produce at the Tennessee State Fair.	1 photograph on 1 scrapbook page, black and white	Scrapbooks	http://id.loc.gov/authorities/genreForms/gf2014026173	eng	University of Tennessee, Knoxville. Libraries	Nashville (Tenn.)	naf									Girls	lctgm	Boys	lctgm	Women	lctgm	Men	lctgm	Canning & preserving	lctgm	Canned goods	lctgm	Fairs	lctgm	Exhibitions	lctgm	Canning and preserving -- Societies, etc.	lcsh	Girls -- Societies and clubs -- History	lcsh	Home demonstration work -- History	lcsh		
